,ko00540,ko02010,ko00290,ko04122,ko00630,ko04540,ko00521,ko05204,ko03020,ko00362,ko04626,ko00620,ko04011,ko00250,ko04112,ko00260,ko03030,ko00330,ko00520,ko00440,ko04146,ko00030,ko02040,ko00564,ko00740,ko00340,ko00590,ko05134,ko00790,ko03430,ko00910,ko00770,ko00300,ko00860,ko05110,ko03420,ko00310,ko03018,ko00680,ko00311,ko04066,ko00670,ko00240,ko05111,ko02030,ko04070,ko00480,ko00071,ko03440,ko00020,ko00052,ko00627,ko03410,ko00550,ko02060,ko04974,ko00780,ko05142,ko00960,ko01053,ko00750,ko00660,ko00281,ko00791,ko04510,ko00908,ko00561,ko00040,ko05150,ko00760,ko00940,ko00500,ko00450,ko04142,ko01040,ko00785,ko00511,ko00930,ko00360,ko00361,ko00633,ko04010,ko00920,ko03060,ko00430,ko04113,ko05340,ko05143,ko00941,ko00363,ko00983,ko00625,ko00640,ko00062,ko03013,ko00562,ko00720,ko00945,ko04740,ko00140,ko00380,ko04514,ko04151,ko05203,ko04330,ko00591,ko00460,ko04310,ko04144,ko05200,ko05030,ko00510,ko00120,ko05100,ko04080,ko05010,ko04910,ko05219,ko04141,ko03040,ko00600,ko04111,ko05014,ko04110,ko04520,ko04976,ko04630,ko00621,ko05132,ko04210,ko03050,ko00830,ko00053,ko00565,ko00906,ko05032,ko00563,ko04145,ko04940,ko00100,ko04020,ko04270,ko00710,ko04810,ko05012,ko04710,ko00514,ko05146,ko04114,ko03015,ko05152,ko04120,ko00195,ko05322,ko04340,ko00513,ko05202,ko05133,ko04012,ko05016,ko04140,ko03008,ko04512,ko05034,ko00232,ko04621,ko04530,ko00531,ko05310,ko04150,ko04260,ko04115,ko00624,ko03022,ko05166,ko04130,ko03450,ko04970,ko04360,ko04972,ko03320,ko05130,ko05144,ko04350,ko04380,ko04064,ko00622,ko05131,ko00312,ko04612,ko00592,ko04062,ko05410,ko05412,ko04013,ko00253,ko00532,ko04610,ko00601,ko00534,ko05161,ko04623,ko04666,ko04744,ko04973,ko05168,ko04672,ko00909,ko04060,ko04742,ko00512,ko04723,ko04075,ko00901,ko00643,ko00364,ko00984,ko04962,ko05160,ko05164,ko05222,ko05020,ko04622,ko00522,ko04975,ko04971,ko00603,ko00904,ko04650,ko00980,ko05215,ko04670,ko04722,ko04950,ko04320,ko04930,ko00533,ko04964,ko04712,ko04614,ko02020,ko00280,ko00970,ko00230,ko03070,ko00650,ko00051,ko00190,ko00400,ko00730,ko00010,ko00061,ko03010,ko00270,ko00130,ko05120,ko00900,ko00350,ko04640,ko04966,ko00903,ko01057,ko00351,ko00523,ko01056,ko05323,ko04912,ko00196,ko04711,ko05211,ko04370,ko05416,ko05145,ko04960,ko05220,ko00604,ko04745,ko05169,ko05320
CH0020,2,1,4,0,3,0,0,0,2,0,0,0,0,2,37,3,4,0,1,0,0,1,3,1,0,2,1,0,0,0,0,0,0,2,0,0,0,5,2,0,0,0,3,0,0,4,0,0,1,0,2,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,2,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,11,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,13,1,2,0,5,3,0,0,2,6,1,134,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CH0022,0,12,0,0,0,4,0,0,0,0,0,0,0,4,124,0,6,0,4,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,10,6,0,0,0,0,8,0,0,0,10,4,0,0,4,0,0,0,2,0,0,0,0,0,0,0,0,6,0,0,0,4,0,0,4,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,2,16,11,2,0,4,4,2,0,0,2,18,272,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CH0023,2055,17355,3403,1678,490,7,1712,6,5437,102,695,4396,73,9589,4855,8963,7859,2589,3578,163,1521,3557,113,1749,1501,2611,292,749,2091,1503,1426,1907,3858,4888,15,5027,809,7611,1252,15,2129,2006,4683,163,366,408,1488,37,4649,3180,3233,22,2097,5286,3339,385,712,247,0,657,881,14,37,7,5,466,1386,773,300,2666,210,2171,504,560,132,203,444,3,54,6,240,0,42,526,6,96,57,0,2,0,19,1,47,0,395,32,1128,148,0,0,21,2,646,622,0,0,0,0,11,454,2,207,0,8,1,17,56,16,73,26,12,10,0,11,1,0,0,0,170,22,148,13,16,7,0,0,0,9,1,2,1,0,8,1,4,0,0,52,0,1,1,1,4,1,0,0,0,0,0,0,0,0,0,0,2,2,2,234,0,0,0,0,25,0,0,4,3,0,1,0,0,0,1,2,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6789,1709,18392,11685,5107,584,2371,5251,4364,2039,5516,2820,12116,6703,2370,634,3444,438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CH0030,1,20,2,0,0,0,1,0,1,0,0,0,0,9,41,11,1,1,7,2,0,0,0,0,0,0,0,0,3,0,0,0,1,14,0,5,2,1,0,0,0,0,2,0,0,4,0,0,3,1,0,0,1,2,2,0,0,0,0,0,0,0,0,0,2,2,0,0,0,2,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,9,7,3,0,3,7,0,1,4,1,3,142,7,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CH0035,796,10762,1782,830,318,0,932,60,2560,58,352,2762,64,4707,2302,4014,3934,1760,1833,104,874,1972,156,1126,494,1262,132,298,930,916,592,824,1866,1786,8,2390,374,3358,408,38,930,1048,2516,126,342,340,894,14,2298,1120,1718,62,1284,2736,2304,118,336,92,8,210,372,74,52,10,8,212,930,570,446,1342,238,1892,278,324,46,182,430,4,150,16,70,2,156,230,18,36,28,0,0,0,16,0,22,0,240,54,560,34,0,0,80,0,266,288,0,0,0,0,1,76,0,72,0,26,2,4,30,8,30,6,10,0,0,0,4,0,0,0,50,44,22,14,52,2,2,0,0,2,10,0,0,2,16,0,0,0,2,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,18,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3864,810,9184,5978,2960,310,1286,2856,1918,952,2632,1360,6312,3204,634,356,1580,560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CH0038,0,14,4,0,0,0,0,0,2,0,4,2,2,12,56,2,8,0,2,0,0,0,0,4,0,0,0,0,4,0,0,6,4,2,0,4,0,6,0,0,0,2,6,0,0,8,2,0,2,2,0,0,0,2,6,0,0,0,0,0,0,0,0,0,0,0,4,0,0,2,0,12,0,0,0,0,2,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,4,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,14,14,4,0,2,0,8,0,0,0,16,224,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CH0039,0,14,6,0,0,0,1,2,2,0,12,16,0,8,60,2,4,6,1,0,4,0,0,8,2,0,0,0,0,2,2,0,2,0,0,4,0,8,10,0,6,8,0,0,0,0,4,0,10,2,0,0,0,2,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,30,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,4,10,6,4,2,0,2,3,0,0,16,270,10,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CH0050,478,4393,924,486,146,0,126,102,1058,14,148,1180,40,1834,996,2106,1394,586,676,24,498,738,10,558,276,700,46,154,380,210,466,416,880,966,0,782,364,1420,276,4,368,266,938,32,92,116,606,36,1254,484,300,2,524,1074,458,2,314,34,6,102,124,0,102,6,0,42,418,144,28,538,32,322,80,16,96,52,40,0,46,0,16,0,236,80,0,22,4,0,2,2,12,0,16,0,70,12,158,16,0,0,6,0,230,66,0,0,0,0,14,122,0,22,0,8,0,4,16,2,0,14,0,0,8,0,0,0,0,0,14,8,28,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1950,386,3855,2158,1139,80,322,1378,950,390,1023,586,2062,1554,420,100,622,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CH0055,202,3373,236,133,229,0,115,38,157,121,11,538,7,548,239,723,292,566,272,62,89,409,1,255,43,147,55,28,62,124,198,89,163,449,0,157,144,291,100,0,83,88,198,49,91,39,130,109,214,171,296,43,88,358,656,1,67,47,0,138,86,1,2,25,2,21,286,379,8,185,85,410,17,21,30,28,4,0,306,54,13,0,70,15,5,0,4,0,0,1,18,0,25,0,43,136,11,1,0,39,24,1,27,34,0,0,0,0,0,17,2,3,0,0,4,0,1,16,0,20,0,0,4,2,0,0,0,0,0,1,2,1,77,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1451,243,725,635,508,23,215,324,278,93,493,147,264,644,235,75,85,166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DU0002,638,3457,410,314,172,0,50,86,412,0,110,593,14,752,552,944,778,426,454,28,260,532,0,336,166,249,2,0,198,284,512,198,260,186,0,310,282,746,226,0,90,148,581,124,160,78,422,2,758,112,178,0,242,573,218,0,222,0,0,0,64,0,0,0,0,26,236,362,0,198,0,304,42,0,52,24,0,0,2,0,0,4,0,56,0,0,0,0,0,0,0,0,0,0,26,0,26,0,0,0,30,0,130,82,0,0,0,0,0,66,0,0,0,0,0,2,0,0,0,4,0,0,4,0,0,0,0,0,124,0,0,0,12,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1236,22,1306,1070,474,0,250,294,486,214,584,214,713,798,314,122,320,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DU0004,46,2276,397,188,52,2,212,0,576,6,56,482,20,1042,460,962,923,318,464,34,180,414,20,180,72,282,18,32,224,176,98,188,425,260,0,548,60,586,58,4,210,200,634,16,44,60,218,0,454,149,488,16,254,676,620,8,78,52,0,44,50,0,2,0,0,38,220,92,114,237,50,402,64,44,22,20,60,0,10,0,18,0,4,34,0,18,12,0,0,0,0,0,0,0,60,4,103,10,0,0,0,0,30,60,0,0,0,0,8,34,0,8,0,26,0,22,12,4,2,22,8,4,6,2,4,0,0,0,4,16,12,0,16,0,0,0,0,0,0,2,22,2,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,6,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,804,150,1790,1190,598,58,300,505,408,190,540,247,1274,1010,93,72,304,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DU0005,63,23865,5322,2499,382,0,1794,13,6109,50,708,5789,112,10116,5342,10510,9936,2743,4477,249,1795,5392,7,2458,1120,2919,161,493,3049,1672,1297,2016,4838,3467,0,5721,1213,9054,944,80,2670,2569,5880,242,508,696,2642,2,5668,1607,5852,120,2933,6852,7531,5,266,420,0,956,666,0,3,9,1,493,2157,1071,1164,3002,464,3173,808,847,132,377,936,1,9,1,4,0,0,542,0,173,228,0,0,0,0,0,20,0,597,21,1573,230,1,0,4,0,801,614,0,0,0,0,1,454,0,161,1,99,20,28,371,52,2,14,38,0,4,1,0,0,0,0,8,83,249,3,128,13,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7968,1712,23591,13352,5928,722,2717,6186,6034,2177,6508,3048,15341,6523,1757,299,3670,1759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DU0007,46,710,122,54,102,0,76,18,186,12,16,128,0,286,144,327,132,170,114,8,82,132,54,52,38,130,10,36,28,36,88,58,138,222,0,122,46,205,38,2,36,29,140,2,90,52,64,14,102,106,56,12,66,130,52,6,20,2,12,18,6,0,26,8,2,2,42,58,8,106,16,82,18,14,6,16,14,0,64,20,22,0,40,10,8,8,4,0,0,0,2,0,24,0,24,6,22,20,0,0,6,0,22,16,0,4,0,4,8,10,0,8,0,0,2,0,0,0,6,7,0,6,0,2,2,0,0,0,2,0,0,0,12,0,2,0,2,0,0,2,2,0,14,0,6,0,0,0,0,2,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,360,204,516,232,184,55,68,204,122,50,166,110,184,462,44,42,108,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DU0010,36742,277103,33732,28112,12368,0,7174,3842,43610,384,6636,52460,1160,67886,47636,89048,78682,26462,48770,1840,19380,43380,98,19454,14023,23570,692,1004,20900,21732,31096,14031,32681,19288,0,33359,14472,68362,16746,258,10872,14822,40627,8336,11744,7682,25069,48,65436,9660,24040,432,21796,57316,41288,56,14872,650,12,1742,6058,34,12,112,4,2790,17754,14258,4502,20312,1216,38642,6290,2496,3118,2216,3432,0,102,2,284,0,170,4782,8,202,226,0,2,0,0,0,46,0,6130,178,5714,288,2,0,2766,0,6660,6494,0,0,0,2,68,4310,0,204,2,440,0,70,832,104,2,16,104,4,0,2,4,0,6,0,5702,376,348,22,586,12,0,0,0,2,18,0,2,0,28,0,8,0,0,24,0,0,2,2,0,4,0,2,0,0,0,0,0,0,0,0,0,310,0,8,0,0,0,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82038,6504,147382,103802,47588,1938,23449,31610,46774,16878,51586,21326,81820,41224,19840,8254,27354,4306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DU0012,92,1236,170,94,178,2,54,52,224,58,30,276,10,420,188,442,220,300,112,8,150,180,180,78,32,152,42,12,72,20,132,40,158,300,0,246,90,298,64,6,96,80,146,14,138,18,106,30,146,110,100,14,134,230,72,4,40,12,10,26,56,0,46,8,2,8,76,92,2,132,26,85,38,12,32,8,12,4,164,42,36,0,116,12,6,4,4,0,0,0,4,2,40,2,20,18,66,24,0,2,40,0,16,10,0,8,0,0,2,10,4,12,0,2,0,6,0,0,10,8,0,0,0,2,0,0,0,10,6,0,0,0,14,0,2,0,0,0,0,0,2,0,20,0,4,0,0,0,2,0,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,2,0,8,0,10,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,766,382,750,496,386,66,132,404,180,62,244,72,237,530,90,44,134,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DU0013,126,1025,156,50,102,0,82,32,240,32,32,258,8,428,256,512,224,228,154,10,112,193,76,90,56,128,22,30,26,74,124,82,138,228,0,164,54,220,102,2,74,60,133,14,90,42,107,6,156,96,106,12,125,178,50,0,18,6,2,10,20,0,50,0,0,0,60,62,4,82,2,142,36,24,22,13,8,4,74,22,4,0,80,20,8,12,0,0,0,0,4,0,18,0,22,2,32,12,0,8,8,0,12,28,0,0,0,0,2,14,4,8,0,0,0,0,0,2,0,0,2,0,2,0,0,0,0,0,6,0,4,0,14,0,6,0,0,0,0,0,0,0,8,0,0,0,0,0,0,2,2,12,2,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,484,202,652,426,376,60,66,316,154,54,230,106,272,428,90,44,94,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DU0017,20802,132087,30344,19248,3492,14,4384,3036,44086,640,7876,48608,1532,71380,35310,82850,47086,16160,27676,1480,16340,23492,80,14963,12848,26053,344,6884,12602,7920,11305,15386,28738,31950,0,28968,14656,57823,8462,326,11940,11394,38344,1070,3300,5240,22341,996,36032,20212,13446,380,18776,42134,12700,808,11680,830,2,1932,6618,10,5346,246,12,3170,12028,6876,1966,22962,840,11010,3688,2970,3788,2760,2240,2,174,22,136,6,328,4180,4,192,218,10,6,0,436,0,172,14,3076,268,7150,1396,0,8,622,0,9582,2310,2,0,0,0,964,3680,2,366,18,154,2,52,110,154,83,94,12,70,6,88,0,0,4,0,930,568,284,10,168,4,4,4,24,20,10,10,26,0,20,12,60,0,34,4,6,22,14,28,0,14,12,4,6,0,6,0,22,12,2,0,0,116,22,20,0,10,0,2,18,24,0,10,12,4,4,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84563,21366,153718,81715,56763,952,12572,59666,31216,14288,36064,24288,91144,45458,13922,5860,23082,4432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DU0019,5016,40108,5736,4562,1536,0,1150,602,7320,166,1158,9328,272,10461,7981,14244,12349,4238,6528,260,2388,6918,28,4844,2208,3240,222,176,3882,3516,4200,2268,5758,2778,0,4690,2012,10352,2238,224,2127,3019,7170,1092,1474,1236,3196,48,9448,1390,6308,276,3748,9746,6006,20,2112,46,4,78,1308,0,252,44,0,472,2940,2456,1224,4198,350,5374,1070,1518,506,380,950,2,190,4,0,2,326,688,0,4,22,4,0,2,8,2,18,0,888,12,1142,6,4,0,338,0,772,852,0,2,0,0,14,570,4,8,0,60,0,0,20,12,0,22,6,0,8,0,0,0,0,0,672,164,2,0,104,6,0,0,0,0,0,0,4,0,0,0,0,0,0,64,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15116,1866,25869,17570,8521,320,3519,6344,7906,3014,7010,4278,14666,7763,2586,1024,4259,1212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DU0034,3914,46833,9496,4954,1482,0,2786,498,12150,446,1904,12532,226,21917,10798,21468,18384,7390,8102,510,5822,9858,578,5438,2647,4670,536,1714,5572,3054,4982,4582,9316,9822,50,10366,2830,17634,2308,310,5096,4608,9672,656,2020,1672,4821,242,11574,5066,6722,372,5858,11306,8948,58,1196,826,10,2258,1476,2,708,88,2,890,3342,1322,1038,5824,406,4938,1176,750,416,470,636,48,622,144,408,0,1086,1036,66,244,124,12,22,20,40,12,632,0,1244,180,2516,584,0,50,196,2,1295,1210,0,36,82,0,42,1216,32,298,0,36,0,104,80,14,2,28,8,4,4,0,0,0,0,0,110,52,478,2,78,8,0,0,2,4,0,0,2,16,4,2,0,8,0,6,0,8,2,0,0,8,0,0,0,0,0,0,0,0,0,0,0,24,0,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19692,4146,42673,25306,14706,1366,4996,12863,11958,5238,13422,6071,26428,13502,5078,910,6816,2742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DU0038,3120,18846,3590,2387,644,4,86,470,4068,84,982,5001,160,6032,3755,8940,5222,2172,2580,170,1956,2104,0,1964,1686,3722,278,368,1472,940,2278,1344,2964,2728,0,2258,1650,5992,1532,0,859,1146,3328,340,370,544,2853,150,4857,1980,684,6,1827,4018,636,2,1528,2,10,90,504,0,586,4,0,156,1304,784,16,2355,14,732,382,14,684,190,28,0,376,0,0,0,1256,424,0,0,0,0,0,0,56,0,0,0,424,10,204,0,8,0,50,0,953,178,0,0,0,0,66,466,0,0,2,0,0,0,0,0,2,4,2,0,2,0,0,0,0,0,126,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,258,0,0,0,6,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9030,1528,12554,8236,4236,234,1286,4542,3431,1384,3342,2112,7485,4243,1869,514,2461,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DU0047,490,5921,438,350,608,0,210,234,618,386,54,788,42,1414,702,2040,520,1614,348,112,500,566,512,445,164,564,210,42,136,160,736,366,650,1172,56,234,234,581,108,192,280,186,331,112,1500,76,294,184,618,248,90,248,328,628,300,0,124,18,36,542,238,0,574,42,2,16,366,194,46,430,16,294,108,0,80,10,4,62,314,140,42,2,212,36,64,0,38,4,84,10,34,24,176,0,34,140,38,62,0,30,34,0,70,62,4,38,56,0,0,98,40,12,0,0,0,0,0,76,46,2,0,0,4,0,0,0,0,2,0,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4670,1494,1263,1298,2669,242,473,961,358,214,710,554,554,974,478,150,190,638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
